drug,field,source_type,source_url,source_excerpt,extracted_by,reviewed_by,confidence
Ruxolitinib,faers_summary,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""RUXOLITINIB""&limit=1","openFDA drug/event.json aggregate: total_reports=10645, serious=10317, deaths=2668","fetch_faers.py (openfda drug/event.json, v2 pass)",,1.0
Ruxolitinib,drug_characterization,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""RUXOLITINIB""","Computed by pulling every individual FAERS report matching this drug's own search_term (RUXOLITINIB) and tallying each report's drugcharacterization code (1=suspect, 2=concomitant, 3=interacting) from ONLY the drug-array entries whose medicinalproduct matches this drug (not co-listed drugs in the same report) -- a plain count= aggregate query cannot do this correctly (openFDA's flattened array indexing mixes in co-listed drugs' own characterization values). 10645/10645 reports matched.","fetch_faers_characterization.py (per-report drugcharacterization backfill, cycle-22/23 pass)",,1.0
Ruxolitinib,purple_book,needs_extraction,,,,,
Ruxolitinib,applications[215309].regulatory_application,orange_book,https://api.fda.gov/drug/orangebook.json,"openFDA drug/orangebook.json: RUXOLITINIB application N215309, brand OPZELURA, applicant INCYTE CORP, approved 2021-09-21",atlas.regulatory_applications (registry file fetched 2026-09-05),,1.0
Ruxolitinib,applications[215309].orange_book,orange_book,https://api.fda.gov/drug/orangebook.json?search=products.active_ingredients.name%3A%22RUXOLITINIB%22&limit=100,"openFDA drug/orangebook.json, 1 product row(s) matched on products.active_ingredients.name='RUXOLITINIB'","fetch_orange_book.py (openfda drug/orangebook.json, v2 pass)",,1.0
Sarecycline,mechanism_of_action,openfda_label,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4f9be4df-4e12-4f08-8e6f-cb07926ea5e6,"openFDA drug/label mechanism_of_action (FDA-approved label, section 12.1) -- extracted text: 12.1 Mechanism of Action Sarecycline is an aminomethylcycline within the tetracycline class of drugs. [see CLINICAL PHARMACOLOGY ( 12.4 )] . The mechanism of action of SEYSARA in treating the inflammatory lesions of non-nodular acne vulgaris is not known.","deep-extraction pass (LLM-assisted extraction, scale-out backfill; pending human QA)",,0.9
Sarecycline,boxed_warning,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.substance_name:SARECYCLINE&limit=1,"results[0] has no boxed_warning key (checked, none present)","fetch_adverse_events.py (ctgov_api results + openfda_label, v1 AE pass); structured by atlas.migrate v1->v2",,1.0
Sarecycline,faers_summary,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""SARECYCLINE""&limit=1","openFDA drug/event.json aggregate: total_reports=11, serious=2, deaths=0","fetch_faers.py (openfda drug/event.json, cycle-9 pass)",,1.0
Sarecycline,drug_characterization,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""SARECYCLINE""","Computed by pulling every individual FAERS report matching this drug's own search_term (SARECYCLINE) and tallying each report's drugcharacterization code (1=suspect, 2=concomitant, 3=interacting) from ONLY the drug-array entries whose medicinalproduct matches this drug (not co-listed drugs in the same report) -- a plain count= aggregate query cannot do this correctly (openFDA's flattened array indexing mixes in co-listed drugs' own characterization values). 11/11 reports matched.","fetch_faers_characterization.py (per-report drugcharacterization backfill, cycle-22/23 pass)",,1.0
Sarecycline,purple_book,needs_extraction,,,,,
Sarecycline,applications[209521].regulatory_application,orange_book,https://api.fda.gov/drug/orangebook.json,"openfda orangebook.json: products.active_ingredients.name=SARECYCLINE, application_number N209521, brand_name SEYSARA, applicant_full_name ALMIRALL LLC, approval_date 2018-10-01",atlas.regulatory_applications (registry file fetched 2026-09-05),,1.0
Sarecycline,applications[209521].orange_book,orange_book,https://api.fda.gov/drug/orangebook.json?search=products.active_ingredients.name%3A%22SARECYCLINE%22&limit=100,"openFDA drug/orangebook.json, 3 product row(s) matched on products.active_ingredients.name='SARECYCLINE'","fetch_orange_book.py (openfda drug/orangebook.json, cycle-9 pass)",,1.0
Secukinumab,mechanism_of_action,openfda_label,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=53e23ae2-ecfb-4322-8e42-cc9a2d71bcb9,"openFDA drug/label mechanism_of_action (FDA-approved label, section 12.1) -- extracted text: 12.1 Mechanism of Action Secukinumab is a human IgG1 monoclonal antibody that selectively binds to the interleukin-17A (IL-17A) cytokine and inhibits its interaction with the IL-17 receptor. IL-17A is a naturally occurring cytokine that is involved in normal inflammatory and immune responses. Secukinumab inhibits the release of proinflammatory cytokines and chemokines.","deep-extraction pass (LLM-assisted extraction, scale-out backfill; pending human QA)",,0.9
Secukinumab,boxed_warning,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.substance_name:SECUKINUMAB&limit=1,"results[0] has no boxed_warning key (checked, none present)","fetch_adverse_events.py (ctgov_api results + openfda_label, v1 AE pass); structured by atlas.migrate v1->v2",,1.0
Secukinumab,faers_summary,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""SECUKINUMAB""&limit=1","openFDA drug/event.json aggregate: total_reports=4923, serious=4731, deaths=690","fetch_faers.py (openfda drug/event.json, v2 pass)",,1.0
Secukinumab,drug_characterization,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""SECUKINUMAB""","Computed by pulling every individual FAERS report matching this drug's own search_term (SECUKINUMAB) and tallying each report's drugcharacterization code (1=suspect, 2=concomitant, 3=interacting) from ONLY the drug-array entries whose medicinalproduct matches this drug (not co-listed drugs in the same report) -- a plain count= aggregate query cannot do this correctly (openFDA's flattened array indexing mixes in co-listed drugs' own characterization values). 4923/4923 reports matched.","fetch_faers_characterization.py (per-report drugcharacterization backfill, cycle-22/23 pass)",,1.0
Secukinumab,purple_book,purple_book,https://purplebooksearch.fda.gov/index.cfm?event=advancedsearch,"purplebooksearch.fda.gov live search table, BLA 125504 (Cosentyx), 0 biosimilar(s) on file","fetch_purple_book.py (purplebooksearch.fda.gov live search table, raw staging pass)",,1.0
Secukinumab,applications[125504].regulatory_application,purple_book,https://purplebooksearch.fda.gov/index.cfm?event=advancedsearch,purplebooksearch.fda.gov live search table: BLA 125504 | Cosentyx | secukinumab | 351(a) | Novartis Pharmaceuticals Corporation | first approved 2015-01-21,atlas.regulatory_applications (registry file fetched 2026-09-05),,1.0
Secukinumab,applications[125504].orange_book,needs_extraction,,,,,
Sofpironium Bromide,mechanism_of_action,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.brand_name:SOFDRA&limit=1,"openFDA drug/label mechanism_of_action (FDA-approved label, section 12.1) -- extracted text: ""Sofpironium bromide is a competitive inhibitor of acetylcholine receptors that are located on certain peripheral tissues, including sweat glands. Sofpironium bromide indirectly reduces the rate of sweating by preventing the stimulation of these receptors.""",cycle22 one-off build (ctgov_api v2 + openfda_label/orangebook/faers pass); manual full deep extraction,,0.95
Sofpironium Bromide,boxed_warning,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.brand_name:SOFDRA&limit=1,"results[0] has no boxed_warning key (checked, none present)","fetch_adverse_events.py (ctgov_api results + openfda_label, cycle-22 pass); structured by atlas.migrate v1->v2",,1.0
Sofpironium Bromide,faers_summary,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""SOFDRA""&limit=1","openFDA drug/event.json aggregate: total_reports=225, serious=27, deaths=0. Bare ingredient term SOFPIRONIUM BROMIDE returns a genuine NOT_FOUND (no reports filed under the generic name) -- a correct near-zero for a drug approved June 2024, not a search-term miss; brand term SOFDRA (225 reports) has Hyperhidrosis as its dominant real indication (73 of the top drugindication terms, next closest unrelated term only 2).","fetch_faers.py (openfda drug/event.json, cycle-22 pass)",,1.0
Sofpironium Bromide,drug_characterization,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""SOFDRA""","Computed by pulling every individual FAERS report matching this drug's own search_term (SOFDRA) and tallying each report's drugcharacterization code (1=suspect, 2=concomitant, 3=interacting) from ONLY the drug-array entries whose medicinalproduct matches this drug (not co-listed drugs in the same report) -- a plain count= aggregate query cannot do this correctly (openFDA's flattened array indexing mixes in co-listed drugs' own characterization values; confirmed via 2 independent test queries returning identical contaminated totals). 225/225 reports matched.","fetch_faers_characterization.py (per-report drugcharacterization backfill, cycle-22 pass)",,1.0
Sofpironium Bromide,purple_book,needs_extraction,,,,,
Sofpironium Bromide,applications[217347].regulatory_application,orange_book,https://api.fda.gov/drug/orangebook.json,openfda orangebook.json: products.application_number=217347 (SOFDRA),atlas.regulatory_applications (registry file fetched 2026-09-07),,1.0
Sofpironium Bromide,applications[217347].orange_book,orange_book,https://api.fda.gov/drug/orangebook.json?search=products.active_ingredients.name%3A%22SOFPIRONIUM%20BROMIDE%22&limit=10,"openFDA drug/orangebook.json, 1 product row matched on products.active_ingredients.name='SOFPIRONIUM BROMIDE' (single-NDA drug, no ingredient collision). Carries a real, populated NCE (New Chemical Entity) exclusivity expiring 2029-06-20 -- the first cycle-22 build with a non-empty exclusivities array.","fetch_orange_book.py (openfda drug/orangebook.json, cycle-22 pass, NDA-pinned)",,1.0
Spesolimab,mechanism_of_action,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.brand_name:SPEVIGO&limit=1,"openFDA drug/label mechanism_of_action (FDA-approved label, section 12.1): 12.1 Mechanism of Action Spesolimab-sbzo is a humanized monoclonal immunoglobulin G1 antibody that inhibits interleukin-36 (IL-36) signaling by specifically binding to the IL36R. Binding of spesolimab-sbzo to IL36R prevents the subsequent activation of IL36R by its ligands (IL-36 α, β and γ) and downstream activation of pro-inflammatory and pro-fibrotic pathways. The precise mechanism linking reduced IL36R activity and the treatment of flares of GPP is unclear.","enrich_needs_extraction.py (LLM-assisted extraction, v2 pass; pending human QA)",,0.9
Spesolimab,boxed_warning,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.brand_name:SPEVIGO&limit=1,"results[0] has no boxed_warning key (checked, none present)","fetch_adverse_events.py (ctgov_api results + openfda_label, v2 AE pass)",,1.0
Spesolimab,faers_summary,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""SPESOLIMAB""&limit=1","openFDA drug/event.json aggregate: total_reports=67, serious=59, deaths=6","fetch_faers.py (openfda drug/event.json, v2 pass)",,1.0
Spesolimab,drug_characterization,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""SPESOLIMAB""","Computed by pulling every individual FAERS report matching this drug's own search_term (SPESOLIMAB) and tallying each report's drugcharacterization code (1=suspect, 2=concomitant, 3=interacting) from ONLY the drug-array entries whose medicinalproduct matches this drug (not co-listed drugs in the same report) -- a plain count= aggregate query cannot do this correctly (openFDA's flattened array indexing mixes in co-listed drugs' own characterization values). 67/67 reports matched.","fetch_faers_characterization.py (per-report drugcharacterization backfill, cycle-22/23 pass)",,1.0
Spesolimab,purple_book,purple_book,https://www.accessdata.fda.gov/drugsatfda_docs/PurpleBook/2026/purplebook-search-August-data-download.csv,"Purple Book Monthly Historical Data Changes Report, August 2026 release; BLA 761244 (Spevigo), 3 product rows (IV vial original 2022-09-01, SC PFS supplements 2024-03-18 and 2025-05-28), 0 biosimilars on file","fetch_purple_book.py (accessdata.fda.gov CSV download, raw staging pass; purplebooksearch.fda.gov live search UI blocked by Akamai bot-detection same as Orange Book)",,1.0
Spesolimab,applications[761244].regulatory_application,purple_book,https://www.accessdata.fda.gov/drugsatfda_docs/PurpleBook/2026/purplebook-search-August-data-download.csv,row: LEO Pharma A/S | BLA 761244 | Spevigo | spesolimab-sbzo | 351(a) | 450MG/7.5ML (60MG/ML) Injection Intravenous Single-Dose Vial | Rx | Licensed | 1-Sep-22 | Original | License 2169 | Product 001 | CDER | Orphan Exclusivity Exp. Date 18-Mar-31,atlas.regulatory_applications (registry file fetched 2026-09-05),,1.0
Spesolimab,applications[761244].orange_book,needs_extraction,,,,,
Tapinarof,mechanism_of_action,openfda_label,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4615ce09-cf4d-4410-91ff-db3caea7a802,"openFDA drug/label mechanism_of_action (FDA-approved label, section 12.1) -- extracted text: 12.1 Mechanism of Action Tapinarof is an aryl hydrocarbon receptor (AhR) agonist. The specific mechanisms by which VTAMA cream exerts its therapeutic actions are unknown.","deep-extraction pass (LLM-assisted extraction, scale-out backfill; pending human QA)",,0.9
Tapinarof,boxed_warning,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.substance_name:TAPINAROF&limit=1,"results[0] has no boxed_warning key (checked, none present)","fetch_adverse_events.py (ctgov_api results + openfda_label, v1 AE pass); structured by atlas.migrate v1->v2",,1.0
Tapinarof,faers_summary,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""TAPINAROF""&limit=1","openFDA drug/event.json aggregate: total_reports=997, serious=26, deaths=2","fetch_faers.py (openfda drug/event.json, cycle-6b pass)",,1.0
Tapinarof,drug_characterization,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""TAPINAROF""","Computed by pulling every individual FAERS report matching this drug's own search_term (TAPINAROF) and tallying each report's drugcharacterization code (1=suspect, 2=concomitant, 3=interacting) from ONLY the drug-array entries whose medicinalproduct matches this drug (not co-listed drugs in the same report) -- a plain count= aggregate query cannot do this correctly (openFDA's flattened array indexing mixes in co-listed drugs' own characterization values). 997/997 reports matched.","fetch_faers_characterization.py (per-report drugcharacterization backfill, cycle-22/23 pass)",,1.0
Tapinarof,purple_book,needs_extraction,,,,,
Tapinarof,applications[215272].regulatory_application,orange_book,https://api.fda.gov/drug/orangebook.json,"openfda orangebook.json: products.active_ingredients.name=TAPINAROF, application_number N215272, brand_name VTAMA, applicant_full_name ORGANON LLC, approval_date 2022-05-23 (Plaque Psoriasis; Atopic Dermatitis added by supplement 2024)",atlas.regulatory_applications (registry file fetched 2026-09-05),,1.0
Tapinarof,applications[215272].orange_book,orange_book,https://api.fda.gov/drug/orangebook.json?search=products.active_ingredients.name%3A%22TAPINAROF%22&limit=100,"openFDA drug/orangebook.json, 1 product row(s) matched on products.active_ingredients.name='TAPINAROF'","fetch_orange_book.py (openfda drug/orangebook.json, cycle-6b pass)",,1.0
Tavaborole,mechanism_of_action,openfda_label,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=10a126f9-ec1b-44d2-8611-3d6660a53ae8,"openFDA drug/label mechanism_of_action (FDA-approved label, section 12.1) -- extracted text: 12.1 Mechanism of Action Tavaborole topical solution is an oxaborole antifungal [see Clinical Pharmacology (12.4 ) ].","deep-extraction pass (LLM-assisted extraction, scale-out backfill; pending human QA)",,0.9
Tavaborole,boxed_warning,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.substance_name:TAVABOROLE&limit=1,"results[0] has no boxed_warning key (checked, none present)","fetch_adverse_events.py (ctgov_api results + openfda_label, v1 AE pass); structured by atlas.migrate v1->v2",,1.0
Tavaborole,faers_summary,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""TAVABOROLE""&limit=1","openFDA drug/event.json aggregate: total_reports=65, serious=10, deaths=2","fetch_faers.py (openfda drug/event.json, cycle-9 pass)",,1.0
Tavaborole,drug_characterization,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""TAVABOROLE""","Computed by pulling every individual FAERS report matching this drug's own search_term (TAVABOROLE) and tallying each report's drugcharacterization code (1=suspect, 2=concomitant, 3=interacting) from ONLY the drug-array entries whose medicinalproduct matches this drug (not co-listed drugs in the same report) -- a plain count= aggregate query cannot do this correctly (openFDA's flattened array indexing mixes in co-listed drugs' own characterization values). 65/65 reports matched.","fetch_faers_characterization.py (per-report drugcharacterization backfill, cycle-22/23 pass)",,1.0
Tavaborole,purple_book,needs_extraction,,,,,
Tavaborole,applications[204427].regulatory_application,orange_book,https://api.fda.gov/drug/orangebook.json,"openfda orangebook.json: products.active_ingredients.name=TAVABOROLE, application_number N204427, brand_name KERYDIN, applicant_full_name ANACOR PHARMACEUTICALS INC, marketing_status DISCONTINUED (brand discontinued post-genericization -- approval itself is real and unaffected)",atlas.regulatory_applications (registry file fetched 2026-09-05),,1.0
Tavaborole,applications[204427].orange_book,orange_book,https://api.fda.gov/drug/orangebook.json?search=products.active_ingredients.name%3A%22TAVABOROLE%22&limit=100,"openFDA drug/orangebook.json, 1 product row(s) matched on products.active_ingredients.name='TAVABOROLE' AND application_number='204427' (of 10 total rows for this ingredient across all applicants)","fetch_orange_book.py (openfda drug/orangebook.json, cycle-9 pass, NDA-pinned)",,1.0
Tildrakizumab,mechanism_of_action,openfda_label,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=edc3f29f-1b74-4e56-ad3e-b6f213ce56d2,"openFDA drug/label mechanism_of_action (FDA-approved label, section 12.1) -- v1 extracted text: 12.1 Mechanism of Action Tildrakizumab is a humanized IgG1/k monoclonal antibody that selectively binds to the p19 subunit of IL-23 and inhibits its interaction with the IL-23 receptor. IL-23 is a naturally occurring cytokine that is involved in inflammatory and immune responses. Tildrakizumab inhibits the release of proinflammatory cytokines and chemokines.","enrich_needs_extraction.py (LLM-assisted extraction, v1 pass; pending human QA); structured by atlas.migrate v1->v2",,0.9
Tildrakizumab,boxed_warning,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.substance_name:TILDRAKIZUMAB&limit=1,"results[0] has no boxed_warning key (checked, none present)","fetch_adverse_events.py (ctgov_api results + openfda_label, v1 AE pass); structured by atlas.migrate v1->v2",,1.0
Tildrakizumab,faers_summary,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""TILDRAKIZUMAB""&limit=1","openFDA drug/event.json aggregate: total_reports=1020, serious=936, deaths=109","fetch_faers.py (openfda drug/event.json, v2 pass)",,1.0
Tildrakizumab,drug_characterization,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""TILDRAKIZUMAB""","Computed by pulling every individual FAERS report matching this drug's own search_term (TILDRAKIZUMAB) and tallying each report's drugcharacterization code (1=suspect, 2=concomitant, 3=interacting) from ONLY the drug-array entries whose medicinalproduct matches this drug (not co-listed drugs in the same report) -- a plain count= aggregate query cannot do this correctly (openFDA's flattened array indexing mixes in co-listed drugs' own characterization values). 1020/1020 reports matched.","fetch_faers_characterization.py (per-report drugcharacterization backfill, cycle-22/23 pass)",,1.0
Tildrakizumab,purple_book,purple_book,https://purplebooksearch.fda.gov/index.cfm?event=advancedsearch,"purplebooksearch.fda.gov live search table, BLA 761067 (Ilumya), 0 biosimilar(s) on file","fetch_purple_book.py (purplebooksearch.fda.gov live search table, raw staging pass)",,1.0
Tildrakizumab,applications[761067].regulatory_application,purple_book,https://purplebooksearch.fda.gov/index.cfm?event=advancedsearch,purplebooksearch.fda.gov live search table: BLA 761067 | Ilumya | tildrakizumab-asmn | 351(a) | Sun Pharmaceutical Industries Limited | first approved 2018-03-20,atlas.regulatory_applications (registry file fetched 2026-09-05),,1.0
Tildrakizumab,applications[761067].orange_book,needs_extraction,,,,,
Tirbanibulin,mechanism_of_action,openfda_label,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=89dd936d-4a69-4c60-b743-dfefb589ec1a,"openFDA drug/label mechanism_of_action (FDA-approved label, section 12.1) -- extracted text: 12.1 Mechanism of Action Tirbanibulin is a microtubule inhibitor. The mechanism of action of KLISYRI for the topical treatment of actinic keratosis is unknown.","deep-extraction pass (LLM-assisted extraction, scale-out backfill; pending human QA)",,0.9
Tirbanibulin,boxed_warning,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.substance_name:TIRBANIBULIN&limit=1,"results[0] has no boxed_warning key (checked, none present)","fetch_adverse_events.py (ctgov_api results + openfda_label, v1 AE pass); structured by atlas.migrate v1->v2",,1.0
Tirbanibulin,faers_summary,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""TIRBANIBULIN""&limit=1","openFDA drug/event.json aggregate: total_reports=17, serious=8, deaths=0","fetch_faers.py (openfda drug/event.json, cycle-10 pass)",,1.0
Tirbanibulin,drug_characterization,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""TIRBANIBULIN""","Computed by pulling every individual FAERS report matching this drug's own search_term (TIRBANIBULIN) and tallying each report's drugcharacterization code (1=suspect, 2=concomitant, 3=interacting) from ONLY the drug-array entries whose medicinalproduct matches this drug (not co-listed drugs in the same report) -- a plain count= aggregate query cannot do this correctly (openFDA's flattened array indexing mixes in co-listed drugs' own characterization values). 17/17 reports matched.","fetch_faers_characterization.py (per-report drugcharacterization backfill, cycle-22/23 pass)",,1.0
Tirbanibulin,purple_book,needs_extraction,,,,,
Tirbanibulin,applications[213189].regulatory_application,orange_book,https://api.fda.gov/drug/orangebook.json,"openfda orangebook.json: products.active_ingredients.name=TIRBANIBULIN, application_number N213189, brand_name KLISYRI, applicant_full_name ALMIRALL LLC, approval_date 2020-12-14",atlas.regulatory_applications (registry file fetched 2026-09-05),,1.0
Tirbanibulin,applications[213189].orange_book,orange_book,https://api.fda.gov/drug/orangebook.json?search=products.active_ingredients.name%3A%22TIRBANIBULIN%22&limit=100,"openFDA drug/orangebook.json, 1 product row(s) matched on products.active_ingredients.name='TIRBANIBULIN'","fetch_orange_book.py (openfda drug/orangebook.json, cycle-10 pass)",,1.0
Tralokinumab,mechanism_of_action,openfda_label,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8abedac8-f75e-42a0-8591-10fabcf41fb5,"openFDA drug/label mechanism_of_action (FDA-approved label, section 12.1) -- v1 extracted text: 12.1 Mechanism of Action Tralokinumab-ldrm is a human IgG4 monoclonal antibody that specifically binds to human interleukin-13 (IL-13) and inhibits its interaction with the IL-13 receptor α1 and α2 subunits (IL-13Rα1 and IL-13Rα2). IL-13 is a naturally occurring cytokine of the Type 2 immune response. Tralokinumab-ldrm inhibits the bioactivity of IL-13 by blocking IL-13 interaction with IL-13Rα1/IL-4Rα receptor complex. Tralokinumab-ldrm inhibits IL-13-induced responses including the release of proinflammatory cytokines, chemokines and IgE.","enrich_needs_extraction.py (LLM-assisted extraction, v1 pass; pending human QA); structured by atlas.migrate v1->v2",,0.9
Tralokinumab,boxed_warning,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.substance_name:TRALOKINUMAB&limit=1,"results[0] has no boxed_warning key (checked, none present)","fetch_adverse_events.py (ctgov_api results + openfda_label, v1 AE pass); structured by atlas.migrate v1->v2",,1.0
Tralokinumab,faers_summary,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""TRALOKINUMAB""&limit=1","openFDA drug/event.json aggregate: total_reports=150, serious=134, deaths=3","fetch_faers.py (openfda drug/event.json, v2 pass)",,1.0
Tralokinumab,drug_characterization,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""TRALOKINUMAB""","Computed by pulling every individual FAERS report matching this drug's own search_term (TRALOKINUMAB) and tallying each report's drugcharacterization code (1=suspect, 2=concomitant, 3=interacting) from ONLY the drug-array entries whose medicinalproduct matches this drug (not co-listed drugs in the same report) -- a plain count= aggregate query cannot do this correctly (openFDA's flattened array indexing mixes in co-listed drugs' own characterization values). 150/150 reports matched.","fetch_faers_characterization.py (per-report drugcharacterization backfill, cycle-22/23 pass)",,1.0
Tralokinumab,purple_book,purple_book,https://purplebooksearch.fda.gov/index.cfm?event=advancedsearch,"purplebooksearch.fda.gov live search table, BLA 761180 (Adbry), 0 biosimilar(s) on file","fetch_purple_book.py (purplebooksearch.fda.gov live search table, raw staging pass)",,1.0
Tralokinumab,applications[761180].regulatory_application,purple_book,https://www.accessdata.fda.gov/drugsatfda_docs/PurpleBook/2026/purplebook-search-August-data-download.csv,row: LEO Pharma A/S | BLA 761180 | Adbry | tralokinumab-ldrm | 351(a) | 150MG/ML Injection Subcutaneous Pre-Filled Syringe | Rx | Licensed | 27-Dec-21 | Original | License 2169 | Product 001 | CDER,atlas.regulatory_applications (registry file fetched 2026-09-05),,1.0
Tralokinumab,applications[761180].orange_book,needs_extraction,,,,,
Tretinoin and Benzoyl Peroxide,mechanism_of_action,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.brand_name:TWYNEO&limit=1,"openFDA drug/label mechanism_of_action (FDA-approved label, section 12.1): ""Benzoyl peroxide is an oxidizing agent with bactericidal and keratolytic effects, but the precise mechanism of action is unknown. Tretinoin ... activates three members of the retinoic acid (RAR) nuclear receptors (RARalpha, RARbeta, RARgamma) which act to modify gene expression ... It has not been established whether the clinical effects of tretinoin are mediated through activation of retinoic acid receptors, and/or other mechanisms."" A fixed-dose 2-ingredient combination; tretinoin's receptor mechanism is established, benzoyl peroxide's is not.",cycle22 one-off build (ctgov_api v2 + openfda_label/orangebook/faers pass); manual full deep extraction,,0.85
Tretinoin and Benzoyl Peroxide,boxed_warning,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.brand_name:TWYNEO&limit=1,"results[0] has no boxed_warning key (checked, none present)","fetch_adverse_events.py (ctgov_api results + openfda_label, cycle-22 pass); structured by atlas.migrate v1->v2",,1.0
Tretinoin and Benzoyl Peroxide,faers_summary,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""TWYNEO""&limit=1","openFDA drug/event.json aggregate: total_reports=38, serious=2, deaths=0. Brand term TWYNEO has Acne as its clear top real indication (6/38, tied with Product used for unknown indication) -- used as the primary search term since the drug is a 2-ingredient fixed combination with no single clean generic term to query.","fetch_faers.py (openfda drug/event.json, cycle-22 pass)",,1.0
Tretinoin and Benzoyl Peroxide,drug_characterization,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""TWYNEO""","Computed by pulling every individual FAERS report matching TWYNEO and tallying each report's drugcharacterization code (1=suspect, 2=concomitant, 3=interacting) from ONLY the drug-array entries whose medicinalproduct matches TWYNEO (not co-listed drugs in the same report) -- a plain count= aggregate query cannot do this correctly (openFDA's flattened array indexing mixes in co-listed drugs' own characterization values). 38/38 reports matched.","fetch_faers_characterization.py (per-report drugcharacterization backfill, cycle-22 pass)",,1.0
Tretinoin and Benzoyl Peroxide,purple_book,needs_extraction,,,,,
Tretinoin and Benzoyl Peroxide,applications[214902].regulatory_application,orange_book,https://api.fda.gov/drug/orangebook.json,openfda orangebook.json: products.application_number=214902 (TWYNEO),atlas.regulatory_applications (registry file fetched 2026-09-07),,1.0
Tretinoin and Benzoyl Peroxide,applications[214902].orange_book,orange_book,https://api.fda.gov/drug/orangebook.json?search=products.application_number%3A214902&limit=10,"openFDA drug/orangebook.json, 1 product row matched on products.application_number='214902'. Orange Book lists the current applicant as MAYNE PHARMA LLC, while the FDA label (and CT.gov trial sponsor) name Sol-Gel Technologies/Galderma -- a real post-approval commercial-rights transfer, not a data inconsistency (Twyneo changed hands from originator Sol-Gel to Galderma to Mayne Pharma).","fetch_orange_book.py (openfda drug/orangebook.json, cycle-22 pass, NDA-pinned)",,1.0
Trifarotene,mechanism_of_action,openfda_label,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=21db90dd-c7e5-79d1-e063-6294a90ab57e,"openFDA drug/label mechanism_of_action (FDA-approved label, section 12.1) -- extracted text: 12.1 Mechanism of Action Trifarotene is an agonist of retinoic acid receptors (RAR), with particular activity at the gamma subtype of RAR. Stimulation of RAR results in modulation of target genes which are associated with various processes, including cell differentiation and mediation of inflammation. The exact process by which trifarotene ameliorates acne is unknown.","deep-extraction pass (LLM-assisted extraction, scale-out backfill; pending human QA)",,0.9
Trifarotene,boxed_warning,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.substance_name:TRIFAROTENE&limit=1,"results[0] has no boxed_warning key (checked, none present)","fetch_adverse_events.py (ctgov_api results + openfda_label, v1 AE pass); structured by atlas.migrate v1->v2",,1.0
